# StartTime = 05/03/2019 11:13:03.7414 AM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Absolute throttle position (%), Calculated load value (%), Distance traveled while MIL is activated (miles), Engine coolant temperature (F), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), Input voltage read by the scan tool (V), Intake air temperature (F), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), OBD requirements to which vehicle or engine is certified, Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
36.563,0,30.19608,16.07843,0,199.4,2604,3,13,107.6,64.67092,0,5,0,0,0
36.626,0,30.19608,16.07843,0,199.4,2604,3,13,107.6,64.67092,0,5,0,0,0
36.688,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
36.749,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
36.812,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
36.873,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
36.939,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.002,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.064,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.126,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.188,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.25,0,30.19608,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.311,0,29.01961,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.375,0,29.01961,16.07843,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.437,0,29.01961,17.2549,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.5,0,29.01961,17.2549,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.561,0,29.01961,17.2549,0,199.4,2604,2,12.9,107.6,64.67092,0,5,0,0,0
37.625,0,29.01961,17.2549,0,199.4,2467,2,12.9,107.6,64.67092,0,5,0,0,0
37.688,0,29.01961,17.2549,0,199.4,2467,2,12.9,107.6,64.67092,0,5,0,0,0
37.75,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
37.814,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
37.875,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
37.939,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
37.998,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.063,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.126,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.188,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.25,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.312,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.373,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.439,0,29.01961,17.2549,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.5,0,29.01961,17.64706,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.561,0,29.01961,17.64706,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.623,0,29.01961,17.64706,0,199.4,2467,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.689,0,29.01961,17.64706,0,199.4,2426,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.75,0,29.01961,17.64706,0,199.4,2426,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.812,0,29.01961,17.64706,0,199.4,2426,0.5,12.9,107.6,64.67092,0,5,0,0,0
38.875,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
38.937,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.062,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.125,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.187,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.25,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.313,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.376,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.437,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.498,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.564,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.625,0,29.01961,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.689,0,27.05882,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.749,0,27.05882,17.64706,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
39.811,0,27.05882,14.5098,0,199.4,2426,0.5,13,107.6,64.67092,0,5,0,0,0
